unit,cycle,op_setting_1,op_setting_2,op_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,RUL
103,18,35.0056,0.84,100.0,449.44,555.7,1374.35,1135.8,5.48,8.0,194.15,2222.72,8338.46,1.02,42.01,183.26,2387.82,8053.5,9.3671,0.02,333,2223,100.0,14.85,8.8523,206
103,19,35.0077,0.8408,100.0,449.44,555.24,1361.02,1134.22,5.48,8.0,194.63,2222.7,8335.09,1.02,42.06,182.62,2387.82,8059.01,9.343,0.02,334,2223,100.0,14.97,8.9068,205
103,20,10.0018,0.2502,100.0,489.05,605.02,1498.69,1311.24,10.52,15.5,394.29,2318.96,8761.15,1.26,45.55,371.22,2388.22,8121.06,8.6636,0.03,370,2319,100.0,28.49,17.2425,204
103,21,42.0072,0.8416,100.0,445.0,550.18,1343.17,1120.73,3.91,5.71,138.37,2211.67,8309.96,1.02,42.15,130.6,2387.66,8065.4,9.3755,0.02,331,2212,100.0,10.87,6.4051,203
103,22,34.9997,0.8414,100.0,449.44,555.22,1367.74,1134.8,5.48,8.0,193.89,2222.68,8333.45,1.02,42.02,183.12,2387.8,8049.13,9.3282,0.02,334,2223,100.0,14.72,8.8285,202
103,23,41.9997,0.8418,100.0,445.0,549.41,1355.14,1122.31,3.91,5.71,137.96,2211.62,8310.63,1.02,42.04,131.01,2387.65,8072.68,9.3801,0.02,332,2212,100.0,10.66,6.3599,201
103,24,10.0029,0.2514,100.0,489.05,605.13,1493.64,1313.85,10.52,15.5,394.46,2318.95,8761.45,1.26,45.31,372.06,2388.16,8111.1,8.6804,0.03,370,2319,100.0,28.27,17.1036,200
103,25,42.0023,0.84,100.0,445.0,550.14,1356.69,1126.76,3.91,5.71,138.05,2211.57,8305.82,1.02,42.1,130.11,2387.62,8068.05,9.3607,0.02,331,2212,100.0,10.56,6.3786,199
103,26,0.0025,0.0011,100.0,518.67,642.73,1590.78,1409.52,14.62,21.61,553.13,2388.11,9045.56,1.3,47.57,521.86,2388.15,8120.88,8.4768,0.03,391,2388,100.0,38.8,23.2462,198
103,27,35.006,0.84,100.0,449.44,555.8,1362.54,1139.09,5.48,8.0,194.76,2222.69,8341.28,1.02,41.83,183.28,2387.76,8050.84,9.3441,0.02,335,2223,100.0,14.89,8.8473,197
103,28,20.006,0.7008,100.0,491.19,607.26,1485.9,1254.57,9.35,13.65,334.56,2323.94,8708.41,1.07,44.59,315.19,2388.03,8052.13,9.2548,0.02,366,2324,100.0,24.5,14.6749,196
103,29,35.0066,0.84,100.0,449.44,555.58,1365.65,1128.17,5.48,8.0,194.39,2222.72,8334.74,1.02,41.97,183.1,2387.77,8053.69,9.3394,0.02,334,2223,100.0,14.94,8.8287,195
103,30,42.0062,0.8411,100.0,445.0,549.88,1361.2,1129.67,3.91,5.71,137.84,2211.54,8301.82,1.02,42.0,130.36,2387.64,8076.14,9.3599,0.02,330,2212,100.0,10.65,6.3183,194
103,31,42.0021,0.84,100.0,445.0,549.98,1355.2,1122.88,3.91,5.72,138.55,2211.67,8312.54,1.02,42.21,131.06,2387.67,8071.13,9.3786,0.02,330,2212,100.0,10.57,6.3417,193
103,32,42.0056,0.84,100.0,445.0,549.3,1350.91,1126.4,3.91,5.72,138.18,2211.61,8308.79,1.02,42.12,131.17,2387.62,8073.86,9.3712,0.02,330,2212,100.0,10.55,6.2658,192
103,33,42.0058,0.84,100.0,445.0,549.34,1352.6,1122.38,3.91,5.71,138.42,2211.6,8295.96,1.02,42.14,130.31,2387.69,8069.13,9.391,0.02,331,2212,100.0,10.66,6.3664,191
103,34,42.0017,0.8402,100.0,445.0,549.62,1357.61,1123.59,3.91,5.71,138.2,2211.66,8311.4,1.02,42.06,130.79,2387.63,8072.38,9.3829,0.02,331,2212,100.0,10.59,6.3377,190
103,35,10.003,0.2516,100.0,489.05,605.01,1501.56,1315.7,10.52,15.49,393.61,2318.96,8761.86,1.26,45.68,371.32,2388.15,8118.15,8.6451,0.03,370,2319,100.0,28.52,17.0812,189
103,36,41.9993,0.8419,100.0,445.0,549.38,1356.44,1129.98,3.91,5.71,138.76,2211.65,8317.16,1.02,42.24,130.45,2387.66,8071.95,9.3871,0.02,330,2212,100.0,10.59,6.314,188
103,37,20.0065,0.7015,100.0,491.19,607.65,1485.5,1255.63,9.35,13.65,335.04,2323.95,8710.51,1.08,44.42,314.61,2388.02,8055.78,9.2293,0.02,365,2324,100.0,24.38,14.6515,187
103,38,42.0027,0.841,100.0,445.0,549.72,1353.58,1124.12,3.91,5.71,139.07,2211.62,8308.31,1.02,42.28,130.53,2387.71,8070.69,9.358,0.02,331,2212,100.0,10.61,6.3815,186
103,39,34.9991,0.8411,100.0,449.44,555.64,1368.98,1132.8,5.48,8.0,194.54,2222.71,8335.26,1.02,42.15,182.91,2387.75,8052.85,9.318,0.02,335,2223,100.0,14.75,8.8819,185
103,40,35.0079,0.84,100.0,449.44,555.58,1361.43,1132.96,5.48,8.0,194.65,2222.72,8332.62,1.02,42.06,182.16,2387.76,8053.66,9.3325,0.02,334,2223,100.0,14.87,8.8564,184
103,41,35.0075,0.84,100.0,449.44,555.59,1366.94,1132.83,5.48,8.0,194.31,2222.74,8338.53,1.02,41.89,183.03,2387.76,8059.24,9.3442,0.02,335,2223,100.0,14.67,8.8096,183
103,42,35.0045,0.84,100.0,449.44,555.79,1363.27,1132.64,5.48,8.0,194.19,2222.69,8336.6,1.02,41.94,182.91,2387.81,8056.42,9.3318,0.02,334,2223,100.0,14.71,8.7706,182
103,43,35.0049,0.84,100.0,449.44,555.8,1371.6,1127.72,5.48,8.0,194.42,2222.76,8336.91,1.02,42.01,183.63,2387.81,8055.6,9.3466,0.02,334,2223,100.0,14.81,8.9437,181
103,44,20.0071,0.7015,100.0,491.19,607.42,1480.49,1251.7,9.35,13.65,335.39,2323.89,8706.37,1.08,44.52,314.75,2388.08,8054.87,9.24,0.02,366,2324,100.0,24.43,14.667,180
103,45,42.004,0.84,100.0,445.0,549.23,1346.61,1126.31,3.91,5.71,138.5,2211.61,8314.47,1.02,42.14,130.47,2387.66,8068.38,9.3878,0.02,329,2212,100.0,10.63,6.328,179
103,46,25.0008,0.621,60.0,462.54,537.29,1269.61,1048.81,7.05,9.03,175.83,1915.15,7997.58,0.94,36.91,164.94,2028.03,7860.98,10.8467,0.02,307,1915,84.93,14.39,8.6541,178
103,47,20.0004,0.7,100.0,491.19,607.44,1482.26,1261.61,9.35,13.66,333.58,2323.92,8709.29,1.07,44.46,314.39,2388.07,8043.76,9.1932,0.02,366,2324,100.0,24.55,14.6042,177
103,48,10.0063,0.2501,100.0,489.05,604.08,1505.07,1313.16,10.52,15.5,394.03,2319.01,8759.07,1.26,45.56,371.3,2388.14,8116.85,8.6608,0.03,370,2319,100.0,28.45,17.0516,176
103,49,0.0004,0.0016,100.0,518.67,642.72,1593.51,1411.23,14.62,21.61,553.06,2388.14,9038.84,1.3,47.61,521.13,2388.14,8124.42,8.4491,0.03,392,2388,100.0,38.73,23.2615,175
103,50,42.0046,0.84,100.0,445.0,549.62,1351.04,1130.57,3.91,5.72,138.29,2211.59,8303.63,1.02,42.16,130.18,2387.66,8069.35,9.4042,0.02,330,2212,100.0,10.56,6.4323,174
103,51,0.0005,0.0,100.0,518.67,643.74,1590.61,1409.7,14.62,21.61,553.26,2388.17,9039.17,1.3,47.56,521.36,2388.12,8124.23,8.4495,0.03,394,2388,100.0,38.86,23.318,173
103,52,9.9981,0.2509,100.0,489.05,604.53,1496.06,1311.83,10.52,15.49,393.99,2319.01,8766.16,1.26,45.55,371.4,2388.15,8120.15,8.6648,0.03,370,2319,100.0,28.39,17.1874,172
103,53,42.0029,0.84,100.0,445.0,549.45,1349.09,1127.18,3.91,5.71,138.72,2211.64,8312.94,1.02,42.15,131.22,2387.75,8065.78,9.3764,0.02,331,2212,100.0,10.52,6.3006,171
103,54,20.0073,0.7016,100.0,491.19,607.29,1486.48,1250.53,9.35,13.66,334.65,2323.93,8715.45,1.08,44.48,314.55,2388.08,8043.79,9.2021,0.02,367,2324,100.0,24.5,14.5394,170
103,55,42.0047,0.84,100.0,445.0,549.32,1348.02,1128.57,3.91,5.71,138.59,2211.64,8305.53,1.02,42.24,130.69,2387.7,8073.39,9.3819,0.02,329,2212,100.0,10.39,6.2936,169
103,56,42.006,0.84,100.0,445.0,549.11,1351.29,1128.71,3.91,5.71,138.39,2211.58,8304.82,1.02,42.31,130.23,2387.62,8076.69,9.3844,0.02,331,2212,100.0,10.65,6.2856,168
103,57,42.0048,0.84,100.0,445.0,550.19,1360.93,1119.75,3.91,5.71,138.88,2211.6,8309.39,1.02,42.1,130.45,2387.73,8075.65,9.3657,0.02,331,2212,100.0,10.64,6.2536,167
103,58,10.0076,0.2516,100.0,489.05,605.24,1502.02,1313.61,10.52,15.49,393.97,2318.96,8767.94,1.26,45.69,371.57,2388.2,8117.83,8.6544,0.03,370,2319,100.0,28.55,17.1815,166
103,59,41.9993,0.84,100.0,445.0,549.23,1360.14,1128.86,3.91,5.71,138.14,2211.6,8306.02,1.02,42.13,130.58,2387.64,8072.15,9.3947,0.02,332,2212,100.0,10.58,6.3428,165
103,60,0.0027,0.0,100.0,518.67,642.57,1595.12,1413.96,14.62,21.61,552.77,2388.18,9045.03,1.3,47.52,521.32,2388.2,8122.8,8.4215,0.03,394,2388,100.0,38.89,23.3028,164
103,61,0.0021,0.0006,100.0,518.67,642.92,1593.12,1415.48,14.62,21.61,553.89,2388.19,9045.03,1.3,47.67,521.53,2388.12,8120.06,8.4351,0.03,392,2388,100.0,38.83,23.328,163
103,62,42.002,0.8414,100.0,445.0,549.34,1361.63,1128.79,3.91,5.71,138.59,2211.58,8303.58,1.02,42.22,130.45,2387.61,8078.64,9.3955,0.02,331,2212,100.0,10.63,6.4252,162
103,63,25.0005,0.62,60.0,462.54,537.26,1254.53,1049.08,7.05,9.02,174.36,1915.16,7993.16,0.94,36.72,164.74,2028.04,7868.29,10.9077,0.02,308,1915,84.93,14.06,8.6084,161
103,64,25.003,0.6206,60.0,462.54,537.13,1257.2,1048.57,7.05,9.02,175.35,1915.13,8000.18,0.94,36.65,164.51,2027.93,7859.71,10.8991,0.02,308,1915,84.93,14.16,8.5145,160
103,65,25.0036,0.62,60.0,462.54,537.0,1262.3,1049.03,7.05,9.03,175.61,1915.19,7997.06,0.94,36.83,164.38,2027.92,7863.57,10.8885,0.02,308,1915,84.93,14.21,8.5272,159
103,66,35.0064,0.84,100.0,449.44,555.83,1368.38,1132.15,5.48,8.0,193.97,2222.74,8347.41,1.02,42.03,183.31,2387.8,8050.06,9.3323,0.02,334,2223,100.0,14.87,8.8925,158
103,67,35.0034,0.84,100.0,449.44,555.91,1369.9,1133.5,5.48,8.0,193.79,2222.72,8333.98,1.02,41.98,182.66,2387.76,8051.07,9.3503,0.02,334,2223,100.0,14.83,8.8872,157
103,68,10.0078,0.2513,100.0,489.05,605.0,1505.8,1314.64,10.52,15.49,393.97,2318.98,8770.55,1.26,45.34,371.19,2388.15,8117.92,8.6227,0.03,369,2319,100.0,28.57,17.0043,156
103,69,24.9988,0.6203,60.0,462.54,536.43,1261.95,1044.14,7.05,9.02,174.18,1915.13,7998.95,0.94,36.79,164.55,2028.06,7863.57,10.9226,0.02,309,1915,84.93,14.29,8.49,155
103,70,41.9991,0.8408,100.0,445.0,549.23,1356.59,1127.24,3.91,5.71,138.32,2211.71,8308.45,1.02,42.12,130.13,2387.74,8069.77,9.3664,0.02,330,2212,100.0,10.6,6.3152,154
103,71,41.9996,0.8402,100.0,445.0,549.78,1352.14,1125.05,3.91,5.71,138.76,2211.66,8313.27,1.02,42.16,130.65,2387.69,8070.02,9.3729,0.02,330,2212,100.0,10.56,6.3133,153
103,72,42.0005,0.84,100.0,445.0,549.66,1349.21,1126.7,3.91,5.72,139.06,2211.6,8301.92,1.02,42.15,130.01,2387.66,8072.42,9.4202,0.02,330,2212,100.0,10.7,6.3035,152
103,73,24.9998,0.6216,60.0,462.54,535.93,1262.51,1048.23,7.05,9.03,175.24,1915.15,7999.22,0.94,36.64,164.42,2028.04,7858.91,10.9129,0.02,308,1915,84.93,14.43,8.63,151
103,74,20.0028,0.7003,100.0,491.19,607.62,1487.87,1248.4,9.35,13.66,334.01,2323.96,8713.71,1.08,44.48,315.19,2388.05,8052.08,9.2255,0.02,365,2324,100.0,24.41,14.7691,150
103,75,25.002,0.62,60.0,462.54,536.89,1264.96,1052.73,7.05,9.03,175.87,1915.15,8001.6,0.94,36.8,164.44,2028.02,7863.56,10.9689,0.02,309,1915,84.93,14.44,8.6331,149
103,76,20.0062,0.7014,100.0,491.19,607.72,1491.48,1250.98,9.35,13.66,334.24,2323.92,8707.4,1.08,44.52,314.82,2388.09,8050.46,9.2396,0.02,365,2324,100.0,24.37,14.685,148
103,77,35.0021,0.84,100.0,449.44,555.77,1373.41,1137.48,5.48,8.0,194.41,2222.82,8338.25,1.02,41.97,183.21,2387.78,8055.08,9.3482,0.02,334,2223,100.0,14.98,8.9549,147
103,78,9.9999,0.25,100.0,489.05,605.02,1494.4,1313.54,10.52,15.49,394.34,2319.01,8762.16,1.26,45.62,372.26,2388.17,8119.87,8.6579,0.03,368,2319,100.0,28.65,17.1588,146
103,79,35.002,0.84,100.0,449.44,555.82,1368.25,1136.61,5.48,8.0,194.23,2222.75,8346.35,1.02,42.11,182.82,2387.82,8053.37,9.3749,0.02,334,2223,100.0,14.64,8.9535,145
103,80,35.0055,0.84,100.0,449.44,555.84,1365.34,1138.4,5.48,8.0,194.76,2222.77,8336.98,1.02,42.14,182.76,2387.82,8057.2,9.4054,0.02,335,2223,100.0,14.88,8.9579,144
103,81,9.9982,0.2502,100.0,489.05,604.86,1503.52,1309.56,10.52,15.49,394.15,2318.97,8771.37,1.26,45.54,371.23,2388.17,8123.75,8.6624,0.03,371,2319,100.0,28.58,17.0865,143
103,82,10.0056,0.2504,100.0,489.05,605.69,1506.34,1311.92,10.52,15.5,394.28,2318.99,8766.21,1.26,45.47,371.58,2388.19,8120.56,8.7075,0.03,368,2319,100.0,28.41,17.0913,142
103,83,9.9986,0.25,100.0,489.05,605.07,1500.31,1316.63,10.52,15.5,394.21,2318.96,8769.6,1.26,45.56,371.06,2388.17,8125.21,8.6509,0.03,370,2319,100.0,28.4,17.2006,141
103,84,42.0024,0.8416,100.0,445.0,550.02,1351.19,1132.72,3.91,5.71,138.65,2211.67,8311.37,1.02,42.27,130.47,2387.67,8075.6,9.4056,0.02,332,2212,100.0,10.54,6.3278,140
103,85,9.9995,0.2501,100.0,489.05,604.87,1500.84,1316.77,10.52,15.49,394.44,2319.03,8765.65,1.26,45.6,371.05,2388.17,8116.94,8.6213,0.03,370,2319,100.0,28.52,17.1702,139
103,86,25.0031,0.6202,60.0,462.54,537.23,1256.69,1054.19,7.05,9.03,175.19,1915.16,7995.88,0.94,36.91,164.41,2028.12,7861.31,10.8978,0.02,308,1915,84.93,14.23,8.5773,138
103,87,25.0077,0.6215,60.0,462.54,536.49,1263.64,1056.25,7.05,9.02,175.46,1915.18,7999.44,0.94,36.97,164.68,2027.98,7866.47,10.9323,0.02,307,1915,84.93,14.12,8.5336,137
103,88,25.0071,0.6201,60.0,462.54,536.58,1261.09,1054.23,7.05,9.03,175.12,1915.18,8004.03,0.94,36.88,164.72,2028.06,7863.01,10.8933,0.02,308,1915,84.93,14.21,8.5256,136
103,89,42.0058,0.8403,100.0,445.0,549.55,1353.28,1128.56,3.91,5.71,139.0,2211.66,8307.68,1.02,42.1,130.75,2387.7,8073.29,9.3877,0.02,331,2212,100.0,10.6,6.4342,135
103,90,42.0034,0.84,100.0,445.0,550.33,1355.13,1134.58,3.91,5.71,138.74,2211.62,8309.91,1.02,42.1,129.95,2387.65,8067.84,9.3933,0.02,332,2212,100.0,10.55,6.319,134
103,91,35.0056,0.84,100.0,449.44,555.84,1373.58,1131.46,5.48,8.0,193.93,2222.77,8338.26,1.02,42.11,182.31,2387.78,8056.36,9.3471,0.02,334,2223,100.0,14.83,8.9674,133
103,92,0.0026,0.0,100.0,518.67,642.79,1595.11,1417.23,14.62,21.61,552.66,2388.16,9040.4,1.3,47.81,520.85,2388.18,8120.55,8.4659,0.03,393,2388,100.0,38.76,23.2994,132
103,93,20.0026,0.701,100.0,491.19,607.89,1485.08,1256.06,9.35,13.66,334.88,2323.96,8713.41,1.07,44.63,314.76,2388.02,8051.28,9.2175,0.02,366,2324,100.0,24.28,14.6279,131
103,94,0.0014,0.0016,100.0,518.67,642.77,1583.36,1416.72,14.62,21.61,552.93,2388.17,9041.58,1.3,47.68,521.21,2388.18,8119.85,8.4147,0.03,394,2388,100.0,38.72,23.2468,130
103,95,10.003,0.2509,100.0,489.05,605.4,1505.4,1312.31,10.52,15.49,393.74,2319.02,8764.99,1.26,45.59,370.96,2388.22,8112.29,8.6618,0.03,369,2319,100.0,28.41,17.0262,129
103,96,10.0034,0.25,100.0,489.05,604.7,1499.53,1309.33,10.52,15.49,393.57,2319.01,8771.54,1.26,45.68,371.53,2388.2,8123.17,8.6767,0.03,370,2319,100.0,28.59,17.1294,128
103,97,42.0015,0.84,100.0,445.0,550.28,1348.56,1134.76,3.91,5.71,139.21,2211.63,8307.44,1.02,42.22,130.56,2387.66,8075.79,9.3856,0.02,330,2212,100.0,10.69,6.3501,127
103,98,10.0037,0.25,100.0,489.05,605.39,1504.58,1314.14,10.52,15.49,393.68,2318.99,8764.89,1.26,45.45,370.76,2388.24,8116.13,8.6383,0.03,369,2319,100.0,28.59,16.9915,126
103,99,42.0071,0.8407,100.0,445.0,549.73,1359.63,1127.1,3.91,5.72,138.21,2211.67,8313.59,1.02,42.25,130.71,2387.75,8075.14,9.3872,0.02,331,2212,100.0,10.63,6.3624,125
103,100,19.9986,0.7006,100.0,491.19,607.69,1487.8,1261.95,9.35,13.66,334.31,2323.99,8719.34,1.08,44.66,314.64,2388.11,8051.8,9.2528,0.02,365,2324,100.0,24.63,14.6766,124
103,101,42.001,0.84,100.0,445.0,550.01,1356.37,1128.04,3.91,5.71,138.34,2211.6,8317.46,1.02,42.43,130.51,2387.67,8070.08,9.3566,0.02,333,2212,100.0,10.72,6.2949,123
103,102,42.0029,0.84,100.0,445.0,550.13,1359.51,1128.14,3.91,5.71,138.29,2211.61,8308.94,1.02,42.2,131.08,2387.69,8074.88,9.3887,0.02,331,2212,100.0,10.46,6.3753,122
103,103,20.0013,0.7007,100.0,491.19,607.66,1488.63,1257.0,9.35,13.66,335.15,2323.95,8715.37,1.08,44.73,314.79,2388.08,8050.13,9.2336,0.02,367,2324,100.0,24.6,14.6834,121
103,104,42.0069,0.84,100.0,445.0,550.13,1350.86,1127.72,3.91,5.71,139.26,2211.64,8313.62,1.02,42.29,130.67,2387.73,8070.95,9.373,0.02,331,2212,100.0,10.57,6.2525,120
103,105,25.0008,0.6211,60.0,462.54,536.79,1258.76,1054.02,7.05,9.03,174.92,1915.15,8003.05,0.94,36.92,164.68,2028.07,7866.53,10.9284,0.02,307,1915,84.93,14.36,8.6365,119
103,106,25.0,0.6219,60.0,462.54,536.77,1261.74,1046.1,7.05,9.03,174.93,1915.17,8006.1,0.94,36.91,164.48,2028.1,7858.04,10.912,0.02,309,1915,84.93,14.09,8.567,118
103,107,0.0024,0.0013,100.0,518.67,642.71,1585.18,1408.03,14.62,21.61,552.74,2388.23,9045.15,1.3,47.68,521.14,2388.2,8116.38,8.448,0.03,394,2388,100.0,38.86,23.3308,117
103,108,0.0027,0.0,100.0,518.67,642.89,1594.97,1412.74,14.62,21.61,553.34,2388.11,9049.53,1.3,47.68,520.59,2388.15,8122.69,8.4605,0.03,395,2388,100.0,38.74,23.329,116
103,109,0.0008,0.0008,100.0,518.67,643.08,1585.02,1410.07,14.62,21.61,553.13,2388.13,9048.32,1.3,47.64,520.98,2388.21,8125.08,8.4565,0.03,395,2388,100.0,38.7,23.242,115
103,110,35.0059,0.8417,100.0,449.44,555.5,1360.68,1132.42,5.48,8.0,194.06,2222.72,8334.25,1.02,41.94,182.89,2387.83,8054.23,9.3448,0.02,334,2223,100.0,14.87,8.8918,114
103,111,35.0,0.8408,100.0,449.44,556.38,1363.45,1139.67,5.48,8.0,195.03,2222.76,8345.41,1.02,42.0,182.92,2387.81,8055.69,9.3364,0.02,336,2223,100.0,14.76,8.736,113
103,112,35.0021,0.84,100.0,449.44,556.05,1364.18,1143.74,5.48,8.0,193.71,2222.8,8343.91,1.02,42.08,183.09,2387.9,8053.96,9.3276,0.02,334,2223,100.0,14.89,8.9459,112
103,113,35.0056,0.8405,100.0,449.44,555.1,1367.6,1134.76,5.48,8.0,194.03,2222.74,8340.43,1.02,42.01,183.12,2387.75,8054.03,9.3122,0.02,333,2223,100.0,14.93,8.8934,111
103,114,0.0014,0.0,100.0,518.67,642.65,1587.43,1409.07,14.62,21.61,553.57,2388.15,9039.11,1.3,47.76,520.44,2388.14,8127.07,8.4742,0.03,394,2388,100.0,38.8,23.2412,110
103,115,0.0001,0.0,100.0,518.67,643.6,1592.82,1409.17,14.62,21.61,553.13,2388.12,9038.8,1.3,47.68,521.12,2388.18,8125.29,8.4665,0.03,394,2388,100.0,38.85,23.2032,109
103,116,25.0073,0.62,60.0,462.54,537.09,1264.86,1046.56,7.05,9.03,175.09,1915.12,8004.54,0.94,36.85,164.9,2027.97,7869.44,10.9393,0.02,307,1915,84.93,14.19,8.4997,108
103,117,20.0034,0.7,100.0,491.19,607.85,1483.26,1252.9,9.35,13.66,333.46,2323.97,8718.35,1.07,44.65,314.51,2388.07,8052.06,9.2219,0.02,367,2324,100.0,24.56,14.763,107
103,118,42.0034,0.84,100.0,445.0,550.29,1351.96,1121.78,3.91,5.72,138.89,2211.66,8312.68,1.02,42.15,130.23,2387.67,8074.51,9.429,0.02,331,2212,100.0,10.5,6.3916,106
103,119,35.0028,0.84,100.0,449.44,555.6,1369.1,1138.81,5.48,8.0,194.05,2222.78,8338.95,1.02,42.13,182.9,2387.86,8058.0,9.3479,0.02,334,2223,100.0,14.54,8.8644,105
103,120,35.0011,0.841,100.0,449.44,555.88,1359.67,1123.06,5.48,8.0,195.19,2222.78,8341.23,1.02,42.16,183.06,2387.82,8052.35,9.3677,0.02,335,2223,100.0,14.88,8.8819,104
103,121,20.0018,0.7,100.0,491.19,608.01,1492.83,1258.88,9.35,13.66,334.59,2323.93,8713.22,1.08,44.49,314.2,2388.08,8056.35,9.2466,0.03,365,2324,100.0,24.39,14.7503,103
103,122,25.0014,0.62,60.0,462.54,537.23,1262.2,1056.32,7.05,9.03,175.32,1915.15,8006.88,0.94,37.05,164.42,2028.01,7865.44,10.9434,0.02,307,1915,84.93,14.31,8.5316,102
103,123,35.0036,0.84,100.0,449.44,556.32,1366.24,1132.95,5.48,8.0,193.98,2222.72,8342.07,1.02,42.16,182.99,2387.76,8056.19,9.3529,0.02,335,2223,100.0,14.8,8.8842,101
103,124,10.0027,0.251,100.0,489.05,604.6,1500.85,1313.46,10.52,15.49,394.0,2319.04,8769.37,1.26,45.45,371.19,2388.25,8121.4,8.7026,0.03,369,2319,100.0,28.42,17.1075,100
103,125,25.0071,0.6209,60.0,462.54,537.24,1267.98,1052.22,7.05,9.03,175.25,1915.18,8001.93,0.94,36.96,163.64,2027.98,7867.82,10.9416,0.02,310,1915,84.93,14.22,8.5005,99
103,126,25.0072,0.6214,60.0,462.54,537.21,1260.02,1056.8,7.05,9.02,175.33,1915.17,8001.57,0.94,36.91,164.54,2028.06,7864.65,10.9039,0.02,306,1915,84.93,14.1,8.5658,98
103,127,35.005,0.84,100.0,449.44,556.18,1371.04,1134.53,5.48,8.0,194.11,2222.76,8340.88,1.02,42.07,182.77,2387.83,8058.25,9.3374,0.02,335,2223,100.0,14.66,8.8607,97
103,128,24.9986,0.62,60.0,462.54,536.98,1269.19,1051.12,7.05,9.03,176.18,1915.15,8003.25,0.94,36.91,164.7,2028.06,7864.49,10.9277,0.02,307,1915,84.93,14.22,8.6023,96
103,129,41.9997,0.84,100.0,445.0,549.56,1353.59,1131.96,3.91,5.72,138.99,2211.68,8313.73,1.02,42.23,130.44,2387.7,8074.78,9.4132,0.02,332,2212,100.0,10.4,6.3197,95
103,130,0.0011,0.0017,100.0,518.67,643.05,1589.84,1415.67,14.62,21.61,552.8,2388.16,9051.28,1.3,47.73,521.16,2388.2,8122.04,8.4486,0.03,393,2388,100.0,38.67,23.1964,94
103,131,42.0037,0.84,100.0,445.0,550.01,1353.15,1134.14,3.91,5.71,137.6,2211.7,8315.27,1.02,42.26,130.41,2387.75,8072.47,9.4329,0.02,332,2212,100.0,10.62,6.4515,93
103,132,34.9993,0.8414,100.0,449.44,556.36,1368.44,1128.92,5.48,8.0,193.79,2222.7,8341.49,1.02,42.01,183.11,2387.85,8056.5,9.3806,0.02,335,2223,100.0,14.8,8.8839,92
103,133,0.0022,0.0,100.0,518.67,642.86,1592.11,1416.87,14.62,21.61,552.86,2388.16,9049.76,1.3,47.69,520.95,2388.15,8127.22,8.4965,0.03,394,2388,100.0,38.57,23.1219,91
103,134,10.0057,0.25,100.0,489.05,604.78,1495.7,1309.52,10.52,15.5,393.54,2319.0,8772.18,1.26,45.63,370.99,2388.25,8122.21,8.681,0.03,371,2319,100.0,28.57,17.0757,90
103,135,42.0071,0.84,100.0,445.0,550.08,1354.43,1132.26,3.91,5.71,138.77,2211.74,8312.56,1.02,42.1,130.6,2387.69,8073.55,9.4011,0.02,332,2212,100.0,10.57,6.3746,89
103,136,41.9997,0.84,100.0,445.0,550.08,1357.11,1131.21,3.91,5.72,138.5,2211.71,8317.41,1.02,42.26,129.98,2387.71,8074.2,9.4079,0.02,331,2212,100.0,10.45,6.366,88
103,137,0.0024,0.0,100.0,518.67,643.14,1595.93,1414.39,14.62,21.61,552.62,2388.18,9046.24,1.3,47.72,521.29,2388.16,8128.94,8.4335,0.03,392,2388,100.0,38.82,23.2512,87
103,138,10.0017,0.25,100.0,489.05,605.62,1506.05,1318.28,10.52,15.5,393.88,2319.06,8770.68,1.26,45.63,370.99,2388.22,8117.25,8.6715,0.03,370,2319,100.0,28.26,17.1015,86
103,139,35.0068,0.84,100.0,449.44,555.83,1371.23,1128.88,5.48,8.0,193.52,2222.81,8350.19,1.02,42.05,182.8,2387.86,8055.17,9.3344,0.02,335,2223,100.0,14.66,9.0,85
103,140,10.0068,0.25,100.0,489.05,604.63,1506.86,1306.52,10.52,15.5,394.17,2319.04,8771.08,1.26,45.57,370.83,2388.27,8119.75,8.6923,0.03,370,2319,100.0,28.49,17.1011,84
103,141,0.0017,0.0,100.0,518.67,642.73,1589.4,1419.04,14.62,21.61,553.15,2388.13,9054.22,1.3,47.53,520.41,2388.16,8123.1,8.4453,0.03,394,2388,100.0,38.73,23.2951,83
103,142,25.0033,0.622,60.0,462.54,537.25,1268.83,1051.47,7.05,9.03,175.19,1915.2,8002.88,0.94,36.86,164.4,2028.08,7865.75,10.9136,0.02,308,1915,84.93,14.28,8.5516,82
103,143,35.0034,0.84,100.0,449.44,555.81,1378.34,1133.6,5.48,8.0,194.04,2222.82,8335.85,1.02,42.07,182.52,2387.88,8056.48,9.3653,0.02,334,2223,100.0,14.84,8.8527,81
103,144,25.0071,0.62,60.0,462.54,536.85,1266.34,1052.71,7.05,9.03,175.65,1915.24,8004.58,0.94,36.9,164.66,2028.05,7862.75,10.9071,0.02,307,1915,84.93,14.28,8.3537,80
103,145,10.0013,0.2504,100.0,489.05,605.31,1503.41,1314.85,10.52,15.5,394.23,2319.01,8769.19,1.26,45.61,371.44,2388.24,8121.13,8.698,0.03,371,2319,100.0,28.36,17.0388,79
